N, ROB size, RS size, Cache Size, Memory Latency, Branch Type, Unrolls, Optimization Lvl, Cycles, Instructions, Branch hit, Icache hit, Dcache hit, ROB hzrds, RS hzrds, LSQ hzrds
1, 32, 16, 8, 100, 2, 3, 8, 17536, 3667, 0.437921, 0.227716, 0.525201, 770, 0, 197
1, 32, 16, 8, 100, 2, 4, 8, 17733, 3571, 0.476847, 0.221929, 0.556769, 536, 5, 201
1, 32, 16, 8, 100, 3, 1, 8, 14338, 4435, 0.233144, 0.838301, 0.528157, 724, 0, 197
1, 32, 16, 8, 100, 3, 2, 8, 14931, 3859, 0.264029, 0.391076, 0.521635, 1096, 1, 197
1, 32, 16, 8, 100, 3, 3, 8, 14866, 3667, 0.276227, 0.197178, 0.525331, 1033, 3, 207
1, 32, 16, 8, 100, 3, 4, 8, 15908, 3571, 0.356650, 0.168508, 0.557854, 632, 4, 206
1, 32, 16, 8, 1000, 1, 1, 8, 60114, 4435, 0.281885, 0.735835, 0.472835, 6320, 0, 1136
1, 32, 16, 8, 1000, 1, 2, 8, 65965, 3859, 0.356946, 0.570489, 0.505873, 8770, 278, 1143
1, 32, 16, 8, 1000, 1, 3, 8, 73666, 3667, 0.346487, 0.282086, 0.492550, 6700, 1, 1153
1, 32, 16, 8, 1000, 1, 4, 8, 78522, 3571, 0.392118, 0.214956, 0.508867, 5594, 1, 1136
1, 32, 16, 8, 1000, 2, 1, 8, 109427, 4435, 0.658814, 0.356771, 0.361545, 2420, 0, 1136
1, 32, 16, 8, 1000, 2, 2, 8, 90859, 3859, 0.528059, 0.312401, 0.433283, 5553, 21, 1169
1, 32, 16, 8, 1000, 2, 3, 8, 80605, 3667, 0.435996, 0.232796, 0.498866, 5776, 140, 1136
1, 32, 16, 8, 1000, 2, 4, 8, 83882, 3571, 0.476847, 0.219394, 0.505988, 5130, 38, 1136
1, 32, 16, 8, 1000, 3, 1, 8, 54488, 4435, 0.235581, 0.840959, 0.495637, 6367, 0, 1136
1, 32, 16, 8, 1000, 3, 2, 8, 56379, 3859, 0.266789, 0.654406, 0.526705, 10777, 10, 1137
1, 32, 16, 8, 1000, 3, 3, 8, 67793, 3667, 0.274302, 0.295943, 0.492373, 7841, 8, 1139
1, 32, 16, 8, 1000, 3, 4, 8, 76296, 3571, 0.356650, 0.213249, 0.521327, 6139, 81, 1136
1, 32, 16, 16, 100, 1, 1, 8, 13907, 4435, 0.329001, 0.938350, 0.727458, 565, 0, 187
1, 32, 16, 16, 100, 1, 2, 8, 13426, 3859, 0.325667, 0.896848, 0.731015, 600, 0, 187
1, 32, 16, 16, 100, 1, 3, 8, 13930, 3667, 0.342637, 0.596709, 0.727405, 678, 0, 187
1, 32, 16, 16, 100, 1, 4, 8, 14822, 3571, 0.430542, 0.471117, 0.751532, 345, 0, 187
1, 32, 16, 16, 100, 2, 1, 8, 18978, 4435, 0.664500, 0.867128, 0.604195, 186, 0, 187
1, 32, 16, 16, 100, 2, 2, 8, 16346, 3859, 0.528059, 0.732752, 0.720415, 355, 0, 187
1, 32, 16, 16, 100, 2, 3, 8, 14826, 3667, 0.439846, 0.555462, 0.747063, 503, 0, 187
1, 32, 16, 16, 100, 2, 4, 8, 15357, 3571, 0.476847, 0.465581, 0.750335, 258, 0, 187
1, 32, 16, 16, 100, 3, 1, 8, 12312, 4435, 0.233956, 0.967828, 0.741655, 765, 0, 187
1, 32, 16, 16, 100, 3, 2, 8, 12424, 3859, 0.265869, 0.950453, 0.732946, 942, 0, 187
1, 32, 16, 16, 100, 3, 3, 8, 13066, 3667, 0.275265, 0.686701, 0.731343, 854, 1, 192
1, 32, 16, 16, 100, 3, 4, 8, 14031, 3571, 0.356650, 0.495521, 0.749649, 411, 0, 187
1, 32, 16, 16, 1000, 1, 1, 8, 36117, 4435, 0.300569, 0.926773, 0.712871, 17295, 0, 1047
1, 32, 16, 16, 1000, 1, 2, 8, 39336, 3859, 0.346826, 0.906972, 0.734543, 15767, 215, 1047
1, 32, 16, 16, 1000, 1, 3, 8, 49559, 3667, 0.342637, 0.590562, 0.711692, 4580, 0, 1047
1, 32, 16, 16, 1000, 1, 4, 8, 57266, 3571, 0.412808, 0.427973, 0.728284, 3246, 73, 1047
1, 32, 16, 16, 1000, 2, 1, 8, 50655, 4435, 0.664500, 0.739971, 0.336864, 7068, 0, 1047
1, 32, 16, 16, 1000, 2, 2, 8, 52516, 3859, 0.528059, 0.667063, 0.690359, 8255, 84, 1170
1, 32, 16, 16, 1000, 2, 3, 8, 55316, 3667, 0.439846, 0.500000, 0.708536, 5439, 5, 1110
1, 32, 16, 16, 1000, 2, 4, 8, 58046, 3571, 0.476847, 0.409431, 0.726231, 2862, 73, 1047
1, 32, 16, 16, 1000, 3, 1, 8, 33451, 4435, 0.232331, 0.967484, 0.756959, 18494, 0, 1047
1, 32, 16, 16, 1000, 3, 2, 8, 35883, 3859, 0.268629, 0.954955, 0.733239, 18862, 10, 1230
1, 32, 16, 16, 1000, 3, 3, 8, 44947, 3667, 0.275265, 0.685766, 0.727907, 5903, 9, 1048
1, 32, 16, 16, 1000, 3, 4, 8, 53094, 3571, 0.358621, 0.474405, 0.745377, 3743, 0, 1047
1, 32, 16, 64, 100, 1, 1, 8, 11862, 4435, 0.242892, 0.976345, 0.820334, 527, 0, 187
1, 32, 16, 64, 100, 1, 2, 8, 12918, 3859, 0.364305, 0.974816, 0.804158, 450, 0, 187
1, 32, 16, 64, 100, 1, 3, 8, 12190, 3667, 0.341675, 0.966029, 0.817361, 631, 0, 187
1, 32, 16, 64, 100, 1, 4, 8, 13061, 3571, 0.456158, 0.964511, 0.841280, 316, 0, 187
1, 32, 16, 64, 100, 2, 1, 8, 17433, 4435, 0.664500, 0.983800, 0.763954, 194, 0, 187
